,Phylum,Class,Order,Family,Genus,Species
otu2328,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
otu2329,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:env.OPS_17,,
otu233,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu2330,p:Proteobacteria,c:Gammaproteobacteria,,,,
otu2331,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Ferruginibacter,
otu2332,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu2333,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,,
otu2334,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu2335,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Arenimonas,
otu2336,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu2337,p:Proteobacteria,,,,,
otu2338,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter,
otu2339,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Acidovorax,
otu234,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillaceae,g:Fictibacillus,
otu2340,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Acidovorax,
otu2341,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
otu2342,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter,
otu2343,p:Firmicutes,c:Erysipelotrichia,o:Erysipelotrichales,f:Erysipelotrichaceae,g:Turicibacter,
otu2344,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu2345,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu2346,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,g:Planctomyces,
otu2347,p:Proteobacteria,c:Betaproteobacteria,o:Rhodocyclales,f:Rhodocyclaceae,g:Dechloromonas,
otu2348,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Massilia,
otu2349,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu235,p:Proteobacteria,c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,g:Leeia,
otu2350,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cyclobacteriaceae,,
otu2351,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Streptococcaceae,g:Streptococcus,
otu2352,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Coxiella,
otu2353,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,f:Oligoflexaceae,,
otu2354,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu2355,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Rhodanobacter,
otu2356,,,,,,
otu2357,p:Proteobacteria,c:Gammaproteobacteria,o:Alteromonadales,f:Colwelliaceae,g:Thalassotalea,
otu2358,p:Proteobacteria,c:Gammaproteobacteria,o:Oceanospirillales,f:SAR86_clade,,
otu2359,p:Proteobacteria,c:Gammaproteobacteria,o:KI89A_clade,,,
otu236,p:Proteobacteria,c:Gammaproteobacteria,o:Aeromonadales,f:Aeromonadaceae,g:Aeromonas,
otu2360,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
otu2361,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu2362,p:Proteobacteria,c:Gammaproteobacteria,o:Chromatiales,f:Chromatiaceae,g:Rheinheimera,
otu2363,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
otu2364,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu2365,p:Proteobacteria,c:Gammaproteobacteria,o:Aeromonadales,f:Aeromonadaceae,g:Tolumonas,
otu2366,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidaceae,g:Bacteroides,
otu2367,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Acidovorax,
otu2368,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacteriales,f:Enterobacteriaceae,,
otu2369,p:Bacteroidetes,,,,,
otu237,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu2370,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu2371,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu2372,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bacteriovoracaceae,g:Peredibacter,
otu2373,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio,
otu2374,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
otu2375,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,,,
otu2376,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
otu2377,p:Proteobacteria,c:Gammaproteobacteria,,,,
otu2378,p:Proteobacteria,c:Gammaproteobacteria,o:Oceanospirillales,f:Halomonadaceae,g:Halomonas,
otu2379,p:Candidate_division_SR1,,,,,
otu238,p:Proteobacteria,c:Betaproteobacteria,o:Rhodocyclales,f:Rhodocyclaceae,g:12up,
otu2380,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacteriales,f:Enterobacteriaceae,,
otu2381,p:Actinobacteria,c:Actinobacteria,o:Frankiales,f:Sporichthyaceae,g:hgcI_clade,
otu2382,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiaceae,g:Polynucleobacter,
otu2383,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:env.OPS_17,,
otu2384,p:Proteobacteria,,,,,
otu2385,p:Proteobacteria,c:Alphaproteobacteria,,,,
otu2386,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,g:Luteolibacter,
otu2387,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,
otu2388,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,,
otu2389,p:Cyanobacteria,c:Chloroplast,,,,
otu239,p:Firmicutes,,,,,
otu2390,p:Proteobacteria,,,,,
otu2391,p:Proteobacteria,,,,,
otu2392,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,,,
otu2393,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacteriales,f:Enterobacteriaceae,,
otu2394,,,,,,
otu2395,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:Brevundimonas,
otu2396,p:Firmicutes,c:Bacilli,o:Bacillales,f:Staphylococcaceae,g:Staphylococcus,
otu2397,,,,,,
otu2398,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Polaromonas,
otu2399,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Parachlamydiaceae,,
otu24,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu240,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu2400,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,,,
otu2401,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,,,
otu2402,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Pseudarcicella,
otu2403,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Cryomorphaceae,g:Fluviicola,
otu2404,p:Proteobacteria,c:Betaproteobacteria,o:Methylophilales,f:Methylophilaceae,,
otu2405,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter,
otu2406,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Polyangiaceae,,
otu2407,p:Proteobacteria,c:Gammaproteobacteria,o:NKB5,,,
otu2408,p:Actinobacteria,c:Thermoleophilia,o:Gaiellales,,,
otu2409,,,,,,
otu241,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Alcaligenaceae,g:GKS98_freshwater_group,
otu2410,p:Proteobacteria,c:Betaproteobacteria,o:SC-I-84,,,
otu2411,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Legionellaceae,g:Legionella,
otu2412,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,,,
otu2413,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu2414,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Arenimonas,
otu2415,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,f:TM146,,
otu2416,p:Proteobacteria,c:Gammaproteobacteria,o:NKB5,,,
otu2417,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Legionellaceae,g:Legionella,
otu2418,p:Firmicutes,c:Bacilli,o:Bacillales,f:Planococcaceae,,
otu2419,p:Proteobacteria,c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,g:Deefgea,
otu242,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Porphyromonadaceae,g:Paludibacter,
otu2420,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
otu2421,,,,,,
otu2422,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu2423,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Polaromonas,
otu2424,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillales_Incertae_Sedis,g:Reyranella,
otu2425,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,,,
otu2426,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Arcicella,
otu2427,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Chryseobacterium,
otu2428,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Mucilaginibacter,
otu2429,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu243,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,g:Luteolibacter,
otu2430,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
otu2431,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu2432,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Ferruginibacter,
otu2433,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
otu2434,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu2435,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Legionellaceae,g:Legionella,
otu2436,p:Proteobacteria,c:Betaproteobacteria,o:SC-I-84,,,
otu2437,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacteriales,f:Enterobacteriaceae,,
otu2438,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,f:480-2,,
otu2439,,,,,,
otu244,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu2440,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales,f:Actinomycetaceae,g:Actinomyces,
otu2441,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,,
otu2442,p:Proteobacteria,c:Gammaproteobacteria,o:Thiotrichales,f:Thiotrichales_Incertae_Sedis,g:Caedibacter,
otu2443,p:Proteobacteria,c:Gammaproteobacteria,o:KI89A_clade,,,
otu2444,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Coxiella,
otu2445,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacteriales,f:Enterobacteriaceae,,
otu2446,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
otu2447,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:DEV007,,
otu2448,p:Fibrobacteres,c:Fibrobacteria,o:Fibrobacterales,f:Fibrobacteraceae,,
otu2449,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:KD1-131,,
otu245,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Saprospiraceae,g:Haliscomenobacter,
otu2450,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:NS5_marine_group,
otu2451,p:Proteobacteria,c:Deltaproteobacteria,o:Desulfuromonadales,f:GR-WP33-58,,
otu2452,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bacteriovoracaceae,,
otu2453,p:Proteobacteria,c:Gammaproteobacteria,o:Alteromonadales,f:Alteromonadaceae,g:Marinobacter,s:Marinobacter_sp._SA005
otu2454,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Bacteroidaceae,g:Bacteroides,
otu2455,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu2456,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacteriales,f:Enterobacteriaceae,,
otu2457,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Prevotellaceae,g:Prevotella_9,
otu2458,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu2459,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella,
otu246,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Pelomonas,
otu2460,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Alcaligenaceae,,
otu2461,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Sediminibacterium,
otu2462,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,,
otu2463,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,,
otu2464,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Diaphorobacter,s:Diaphorobacter_sp._BAB-3478
otu2465,p:Proteobacteria,c:Gammaproteobacteria,o:Methylococcales,f:Methylococcaceae,g:Methylobacter,
otu2466,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus,
otu2467,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter,
otu2468,,,,,,
otu2469,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Porphyromonadaceae,,
otu247,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Sediminibacterium,
otu2470,p:Firmicutes,c:Erysipelotrichia,o:Erysipelotrichales,f:Erysipelotrichaceae,g:Erysipelothrix,
otu2471,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Massilia,
otu2472,p:Verrucomicrobia,c:Opitutae,o:Opitutales,f:Opitutaceae,g:Opitutus,
otu2473,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu2474,p:Proteobacteria,c:Alphaproteobacteria,,,,
otu2475,p:Proteobacteria,,,,,
otu2476,p:Proteobacteria,c:Alphaproteobacteria,,,,
otu2477,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
otu2478,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Streptococcaceae,g:Streptococcus,
otu2479,p:Proteobacteria,c:Betaproteobacteria,o:Nitrosomonadales,f:Nitrosomonadaceae,,
otu248,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Aquabacterium,
otu2480,p:Proteobacteria,c:Alphaproteobacteria,,,,
otu2481,p:Proteobacteria,,,,,
otu2482,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,
otu2483,p:Proteobacteria,,,,,
otu2484,p:Proteobacteria,c:Alphaproteobacteria,,,,
otu2485,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium,
otu2486,p:Proteobacteria,,,,,
otu2487,p:Proteobacteria,,,,,
otu2488,p:Cyanobacteria,c:Chloroplast,,,,
otu2489,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,,
otu249,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,g:Luteolibacter,
otu2490,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium,
otu2491,p:Actinobacteria,c:Actinobacteria,o:Frankiales,f:Sporichthyaceae,g:hgcI_clade,
otu2492,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacteriales,f:Enterobacteriaceae,,
otu2493,p:Proteobacteria,,,,,
otu2494,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacteriales,f:Enterobacteriaceae,,
otu2495,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacteriales,f:Enterobacteriaceae,,
otu2496,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacteriales,f:Enterobacteriaceae,,
otu2497,,,,,,
otu2498,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,,
otu2499,,,,,,
otu25,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Hydrogenophaga,
otu250,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu2500,p:Proteobacteria,c:Betaproteobacteria,o:Rhodocyclales,f:Rhodocyclaceae,g:Dechloromonas,
otu2501,p:Actinobacteria,c:Actinobacteria,o:Frankiales,f:Sporichthyaceae,g:hgcI_clade,
otu2502,p:Proteobacteria,,,,,
otu2503,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
otu2504,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:Brevundimonas,
otu2505,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacteriales,f:Enterobacteriaceae,,
otu2506,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu2507,p:Proteobacteria,c:Betaproteobacteria,o:Rhodocyclales,f:Rhodocyclaceae,g:Zoogloea,
otu2508,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Spirosoma,
otu2509,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu251,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu2510,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,,
otu2511,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Ferruginibacter,
otu2512,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
otu2513,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Noviherbaspirillum,
otu2514,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,f:0319-6M6,,
otu2515,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Simkaniaceae,g:Candidatus_Rhabdochlamydia,
otu2516,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu2517,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,f:Conexibacteraceae,g:Conexibacter,
otu2518,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,f:TM146,,
otu2519,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu252,p:Proteobacteria,c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,g:Aquitalea,
otu2520,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
otu2521,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Simkaniaceae,g:Candidatus_Rhabdochlamydia,
otu2522,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu2523,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Simkaniaceae,g:Candidatus_Rhabdochlamydia,
otu2524,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,,
otu2525,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Parachlamydiaceae,,
otu2526,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Parachlamydiaceae,,
otu2527,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Simkaniaceae,g:Candidatus_Rhabdochlamydia,
otu2528,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu2529,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales,f:Patulibacteraceae,g:Patulibacter,
otu253,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Aquabacterium,
otu2530,p:Firmicutes,c:Bacilli,o:Bacillales,f:Paenibacillaceae,g:Paenibacillus,
otu2531,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu2532,p:Proteobacteria,c:Betaproteobacteria,o:Methylophilales,f:Methylophilaceae,g:Methylotenera,
otu2533,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu2534,p:Firmicutes,c:Negativicutes,o:Selenomonadales,f:Veillonellaceae,g:Pelosinus,
otu2535,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu2536,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:cvE6,,
otu2537,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:Asticcacaulis,
otu2538,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:Asticcacaulis,
otu2539,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu254,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu2540,p:Proteobacteria,c:Deltaproteobacteria,o:GR-WP33-30,,,
otu2541,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,,
otu2542,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacteriales,f:Enterobacteriaceae,,
otu2543,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,,,
otu2544,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Saprospiraceae,,
otu2545,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Simkaniaceae,g:Candidatus_Rhabdochlamydia,
otu2546,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
otu2547,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,,
otu2548,p:TM6,,,,,
otu2549,p:Proteobacteria,c:Gammaproteobacteria,o:Aeromonadales,f:Aeromonadaceae,g:Aeromonas,
otu255,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Hydrotalea,
otu2550,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,,
otu2551,p:Proteobacteria,c:Gammaproteobacteria,o:Aeromonadales,f:Aeromonadaceae,g:Tolumonas,
otu2552,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,
otu2553,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,g:Pirellula,
otu2554,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Simkaniaceae,,
otu2555,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,,,
otu2556,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,,
otu2557,,,,,,
otu2558,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Chitinophagaceae,g:Ferruginibacter,
otu2559,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu256,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,
otu2560,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Undibacterium,
otu2561,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu2562,p:Verrucomicrobia,c:OPB35_soil_group,,,,
otu2563,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Flammeovirgaceae,g:Candidatus_Paenicardinium,
otu2564,p:Proteobacteria,c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,g:Iodobacter,
otu2565,p:Proteobacteria,c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,,
otu2566,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,,,
otu2567,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,,,
otu2568,p:Proteobacteria,,,,,
otu2569,p:Cyanobacteria,c:Chloroplast,,,,
otu257,p:Verrucomicrobia,c:Opitutae,o:Opitutales,f:Opitutaceae,g:Opitutus,
otu2570,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:7B-8,,
otu2571,p:Proteobacteria,,,,,
otu2572,p:Proteobacteria,c:Alphaproteobacteria,,,,
otu2573,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Acidovorax,
otu2574,p:Proteobacteria,c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,g:Deefgea,
otu2575,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Saprospiraceae,,
otu2576,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,
otu2577,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Simplicispira,
otu2578,p:Proteobacteria,c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,g:Uruburuella,
